Date,Votes,Nations
Tue Jan 29 2019 00:00:00 GMT-0800 (Pacific Standard Time),500,6553
Wed Jan 30 2019 00:00:00 GMT-0800 (Pacific Standard Time),505,6579
Thu Jan 31 2019 00:00:00 GMT-0800 (Pacific Standard Time),503,6588
Fri Feb 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),503,6591
Sat Feb 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),503,6615
Sun Feb 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),503,6641
Mon Feb 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),501,6662
Tue Feb 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),499,6735
Wed Feb 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),496,6757
Thu Feb 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),493,6817
Fri Feb 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),490,6858
Sat Feb 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),491,6873
Sun Feb 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),489,6863
Mon Feb 11 2019 00:00:00 GMT-0800 (Pacific Standard Time),485,6878
Tue Feb 12 2019 00:00:00 GMT-0800 (Pacific Standard Time),491,6932
Wed Feb 13 2019 00:00:00 GMT-0800 (Pacific Standard Time),493,6975
Thu Feb 14 2019 00:00:00 GMT-0800 (Pacific Standard Time),489,6941
Fri Feb 15 2019 00:00:00 GMT-0800 (Pacific Standard Time),491,6992
Sat Feb 16 2019 00:00:00 GMT-0800 (Pacific Standard Time),495,6967
Sun Feb 17 2019 00:00:00 GMT-0800 (Pacific Standard Time),493,6982
Mon Feb 18 2019 00:00:00 GMT-0800 (Pacific Standard Time),491,7008
Tue Feb 19 2019 00:00:00 GMT-0800 (Pacific Standard Time),489,7023
Wed Feb 20 2019 00:00:00 GMT-0800 (Pacific Standard Time),489,7051
Thu Feb 21 2019 00:00:00 GMT-0800 (Pacific Standard Time),488,7060
Fri Feb 22 2019 00:00:00 GMT-0800 (Pacific Standard Time),490,7086
Sat Feb 23 2019 00:00:00 GMT-0800 (Pacific Standard Time),490,7089
Sun Feb 24 2019 00:00:00 GMT-0800 (Pacific Standard Time),488,7087
Mon Feb 25 2019 00:00:00 GMT-0800 (Pacific Standard Time),490,7109
Tue Feb 26 2019 00:00:00 GMT-0800 (Pacific Standard Time),490,7096
Wed Feb 27 2019 00:00:00 GMT-0800 (Pacific Standard Time),486,7147
Thu Feb 28 2019 00:00:00 GMT-0800 (Pacific Standard Time),492,7171
Fri Mar 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),489,7176
Sat Mar 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),493,7193
Sun Mar 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),496,7177
Mon Mar 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),498,7158
Tue Mar 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),498,7154
Wed Mar 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),497,7170
Thu Mar 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),493,7154
Fri Mar 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),491,7161
Sat Mar 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),494,7141
Sun Mar 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),495,7142
Mon Mar 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),495,7103
Tue Mar 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),493,7105
Wed Mar 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),492,7073
Thu Mar 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),494,7055
Fri Mar 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),494,7027
Sat Mar 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),495,6989
Sun Mar 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),496,6978
Mon Mar 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),499,7007
Tue Mar 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),496,7012
Wed Mar 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),495,7029
Thu Mar 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),492,7006
Fri Mar 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),491,6940
Sat Mar 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),490,6946
Sun Mar 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),490,6963
Mon Mar 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),490,6930
Tue Mar 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),492,6929
Wed Mar 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),493,6913
Thu Mar 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),495,6930
Fri Mar 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),497,6904
Sat Mar 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),496,6907
Sun Mar 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),493,6950
Mon Apr 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),491,6963
Tue Apr 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),491,7000
Wed Apr 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),492,7020
Thu Apr 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),497,7088
Fri Apr 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),496,7135
Sat Apr 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),495,7142
Sun Apr 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),493,7197
Mon Apr 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),494,7250
Tue Apr 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),493,7286
Wed Apr 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),489,7294
Thu Apr 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),489,7323
Fri Apr 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),488,7326
Sat Apr 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),488,7337
Sun Apr 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),485,7353
Mon Apr 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),482,7390
Tue Apr 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),480,7409
Wed Apr 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),487,7396
Thu Apr 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),487,7460
Fri Apr 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),487,7482
Sat Apr 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),486,7491
Sun Apr 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),487,7520
Mon Apr 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),485,7487
Tue Apr 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),485,7510
Wed Apr 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),486,7551
Thu Apr 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),486,7530
Fri Apr 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),487,7491
Sat Apr 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),479,7449
Sun Apr 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),482,7393
Mon Apr 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),484,7367
Tue Apr 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),480,7353
Wed May 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),481,7308
Thu May 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),479,7292
Fri May 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),479,7254
Sat May 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),476,7248
Sun May 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),474,7232
Mon May 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),473,7212
Tue May 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),472,7181
Wed May 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),472,7174
Thu May 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),470,7178
Fri May 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),471,7192
Sat May 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),472,7207
Sun May 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),467,7207
Mon May 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),466,7213
Tue May 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),467,7186
Wed May 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),467,7199
Thu May 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),472,7143
Fri May 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),471,7156
Sat May 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),472,7144
Sun May 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),470,7137
Mon May 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),468,7145
Tue May 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),468,7163
Wed May 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),463,7106
Thu May 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),463,7091
Fri May 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),465,7075
Sat May 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),462,7072
Sun May 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),462,7075
Mon May 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),462,7052
Tue May 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),464,7059
Wed May 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),463,7040
Thu May 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),463,6992
Fri May 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),461,6976
Sat Jun 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),459,6860
Sun Jun 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),458,6841
Mon Jun 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),457,6794
Tue Jun 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),458,6767
Wed Jun 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),460,6729
Thu Jun 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),459,6663
Fri Jun 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),458,6624
Sat Jun 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),461,6602
Sun Jun 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),459,6555
Mon Jun 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),455,6516
Tue Jun 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),454,6494
Wed Jun 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),455,6443
Thu Jun 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),456,6416
Fri Jun 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),455,6363
Sat Jun 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),454,6354
Sun Jun 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),454,6310
Mon Jun 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),452,6247
Tue Jun 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),452,6192
Wed Jun 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),455,6174
Thu Jun 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),460,6137
Fri Jun 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),462,6119
Sat Jun 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),464,6082
Sun Jun 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),461,6067
Mon Jun 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),452,6016
Tue Jun 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),446,5975
Wed Jun 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),449,5927
Thu Jun 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),449,5879
Fri Jun 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),446,5847
Sat Jun 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),447,5832
Sun Jun 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),445,5828
Mon Jul 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),449,5783
Tue Jul 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),447,5759
Wed Jul 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),444,5751
Thu Jul 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),440,5739
Fri Jul 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),438,5696
Sat Jul 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),438,5691
Sun Jul 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),439,5696
Mon Jul 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),439,5681
Tue Jul 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),436,5629
Wed Jul 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),433,5606
Thu Jul 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),433,5612
Fri Jul 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),430,5590
Sat Jul 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),431,5613
Sun Jul 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),429,5633
Mon Jul 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),426,5638
Tue Jul 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),424,5621
Wed Jul 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),423,5585
Thu Jul 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),422,5554
Fri Jul 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),423,5549
Sat Jul 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),423,5521
Sun Jul 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),420,5486
Mon Jul 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),415,5473
Tue Jul 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),413,5421
Wed Jul 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),411,5434
Thu Jul 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),416,5481
Fri Jul 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),416,5485
Sat Jul 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),411,5471
Sun Jul 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),411,5498
Mon Jul 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),415,5543
Tue Jul 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),417,5543
Wed Jul 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),417,5544
Thu Aug 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),417,5543
Fri Aug 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),416,5519
Sat Aug 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),416,5497
Sun Aug 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),414,5482
Mon Aug 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),411,5495
Tue Aug 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),412,5521
Wed Aug 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),410,5522
Thu Aug 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),404,5521
Fri Aug 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),403,5519
Sat Aug 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),402,5494
Sun Aug 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),400,5514
Mon Aug 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),399,5551
Tue Aug 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),400,5591
Wed Aug 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),401,5628
Thu Aug 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),408,5685
Fri Aug 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),406,5696
Sat Aug 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),404,5702
Sun Aug 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),405,5729
Mon Aug 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),407,5786
Tue Aug 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),407,5794
Wed Aug 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),406,5795
Thu Aug 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),407,5769
Fri Aug 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),405,5796
Sat Aug 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),407,5777
Sun Aug 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),408,5745
Mon Aug 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),408,5757
Tue Aug 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),408,5798
Wed Aug 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),413,5838
Thu Aug 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),411,5846
Fri Aug 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),408,5835
Sat Aug 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),409,5840
Sun Sep 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),408,5792
