Date,Votes,Nations
Mon Dec 24 2018 00:00:00 GMT-0800 (Pacific Standard Time),430,7035
Tue Dec 25 2018 00:00:00 GMT-0800 (Pacific Standard Time),429,6991
Wed Dec 26 2018 00:00:00 GMT-0800 (Pacific Standard Time),429,6959
Thu Dec 27 2018 00:00:00 GMT-0800 (Pacific Standard Time),429,6897
Fri Dec 28 2018 00:00:00 GMT-0800 (Pacific Standard Time),427,6808
Sat Dec 29 2018 00:00:00 GMT-0800 (Pacific Standard Time),427,6787
Sun Dec 30 2018 00:00:00 GMT-0800 (Pacific Standard Time),424,6737
Mon Dec 31 2018 00:00:00 GMT-0800 (Pacific Standard Time),421,6701
Tue Jan 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),421,6641
Wed Jan 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),423,6589
Thu Jan 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),423,6547
Fri Jan 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),420,6504
Sat Jan 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),419,6549
Sun Jan 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),419,6532
Mon Jan 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),417,6479
Tue Jan 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),416,6383
Wed Jan 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),415,6379
Thu Jan 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),414,6390
Fri Jan 11 2019 00:00:00 GMT-0800 (Pacific Standard Time),416,6370
Sat Jan 12 2019 00:00:00 GMT-0800 (Pacific Standard Time),417,6342
Sun Jan 13 2019 00:00:00 GMT-0800 (Pacific Standard Time),441,6339
Mon Jan 14 2019 00:00:00 GMT-0800 (Pacific Standard Time),440,6328
Tue Jan 15 2019 00:00:00 GMT-0800 (Pacific Standard Time),434,6265
Wed Jan 16 2019 00:00:00 GMT-0800 (Pacific Standard Time),439,6270
Thu Jan 17 2019 00:00:00 GMT-0800 (Pacific Standard Time),439,6250
Fri Jan 18 2019 00:00:00 GMT-0800 (Pacific Standard Time),441,6287
Sat Jan 19 2019 00:00:00 GMT-0800 (Pacific Standard Time),438,6328
Sun Jan 20 2019 00:00:00 GMT-0800 (Pacific Standard Time),434,6362
Mon Jan 21 2019 00:00:00 GMT-0800 (Pacific Standard Time),435,6341
Tue Jan 22 2019 00:00:00 GMT-0800 (Pacific Standard Time),435,6409
Wed Jan 23 2019 00:00:00 GMT-0800 (Pacific Standard Time),437,6439
Thu Jan 24 2019 00:00:00 GMT-0800 (Pacific Standard Time),437,6459
Fri Jan 25 2019 00:00:00 GMT-0800 (Pacific Standard Time),433,6508
Sat Jan 26 2019 00:00:00 GMT-0800 (Pacific Standard Time),431,6522
Sun Jan 27 2019 00:00:00 GMT-0800 (Pacific Standard Time),430,6528
Mon Jan 28 2019 00:00:00 GMT-0800 (Pacific Standard Time),426,6560
Tue Jan 29 2019 00:00:00 GMT-0800 (Pacific Standard Time),422,6582
Wed Jan 30 2019 00:00:00 GMT-0800 (Pacific Standard Time),416,6588
Thu Jan 31 2019 00:00:00 GMT-0800 (Pacific Standard Time),418,6642
Fri Feb 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),420,6668
Sat Feb 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),420,6676
Sun Feb 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),419,6678
Mon Feb 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),418,6713
Tue Feb 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),417,6768
Wed Feb 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),418,6843
Thu Feb 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),415,6848
Fri Feb 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),416,6894
Sat Feb 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),415,6918
Sun Feb 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),354,6787
Mon Feb 11 2019 00:00:00 GMT-0800 (Pacific Standard Time),354,6794
Tue Feb 12 2019 00:00:00 GMT-0800 (Pacific Standard Time),356,6824
Wed Feb 13 2019 00:00:00 GMT-0800 (Pacific Standard Time),358,6885
Thu Feb 14 2019 00:00:00 GMT-0800 (Pacific Standard Time),362,6889
Fri Feb 15 2019 00:00:00 GMT-0800 (Pacific Standard Time),362,6913
Sat Feb 16 2019 00:00:00 GMT-0800 (Pacific Standard Time),365,6914
Sun Feb 17 2019 00:00:00 GMT-0800 (Pacific Standard Time),370,6899
Mon Feb 18 2019 00:00:00 GMT-0800 (Pacific Standard Time),376,6971
Tue Feb 19 2019 00:00:00 GMT-0800 (Pacific Standard Time),376,7005
Wed Feb 20 2019 00:00:00 GMT-0800 (Pacific Standard Time),379,7021
Thu Feb 21 2019 00:00:00 GMT-0800 (Pacific Standard Time),379,7005
Fri Feb 22 2019 00:00:00 GMT-0800 (Pacific Standard Time),381,7020
Sat Feb 23 2019 00:00:00 GMT-0800 (Pacific Standard Time),376,7030
Sun Feb 24 2019 00:00:00 GMT-0800 (Pacific Standard Time),377,7054
Mon Feb 25 2019 00:00:00 GMT-0800 (Pacific Standard Time),377,7058
Tue Feb 26 2019 00:00:00 GMT-0800 (Pacific Standard Time),378,7058
Wed Feb 27 2019 00:00:00 GMT-0800 (Pacific Standard Time),378,7091
Thu Feb 28 2019 00:00:00 GMT-0800 (Pacific Standard Time),376,7100
Fri Mar 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),387,7120
Sat Mar 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),389,7158
Sun Mar 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),389,7139
Mon Mar 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),390,7113
Tue Mar 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),388,7140
Wed Mar 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),390,7115
Thu Mar 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),394,7110
Fri Mar 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),393,7094
Sat Mar 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),393,7096
Sun Mar 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),395,7094
Mon Mar 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),393,7080
Tue Mar 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),390,7060
Wed Mar 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),384,6998
Thu Mar 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),389,6967
Fri Mar 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),384,6942
Sat Mar 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),375,6906
Sun Mar 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),383,6896
Mon Mar 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),381,6864
Tue Mar 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),380,6843
Wed Mar 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),378,6881
Thu Mar 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),380,6910
Fri Mar 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),377,6899
Sat Mar 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),373,6901
Sun Mar 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),374,6918
Mon Mar 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),369,6905
Tue Mar 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),364,6912
Wed Mar 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),378,6921
Thu Mar 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),388,6923
Fri Mar 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),387,6909
Sat Mar 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),387,6901
Sun Mar 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),389,6962
Mon Apr 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),386,6988
Tue Apr 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),383,7015
Wed Apr 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),382,7035
Thu Apr 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),379,7099
Fri Apr 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),380,7122
Sat Apr 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),380,7142
Sun Apr 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),379,7187
Mon Apr 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),378,7241
Tue Apr 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),377,7182
Wed Apr 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),373,7080
Thu Apr 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),374,7109
Fri Apr 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),372,7144
Sat Apr 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),370,7168
Sun Apr 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),368,7211
Mon Apr 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),371,7252
Tue Apr 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),367,7245
Wed Apr 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),365,7286
Thu Apr 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),363,7341
Fri Apr 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7334
Sat Apr 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7331
Sun Apr 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7327
Mon Apr 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),359,7288
Tue Apr 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),360,7321
Wed Apr 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),360,7361
Thu Apr 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),357,7366
Fri Apr 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),360,7344
Sat Apr 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7327
Sun Apr 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7304
Mon Apr 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),362,7309
Tue Apr 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),363,7289
Wed May 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7248
Thu May 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),357,7222
Fri May 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),357,7233
Sat May 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),360,7228
Sun May 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),359,7205
Mon May 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7202
Tue May 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),362,7188
Wed May 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7197
Thu May 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),360,7208
Fri May 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7158
Sat May 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),361,7163
Sun May 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),356,7161
Mon May 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),350,7133
Tue May 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),352,7104
Wed May 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),349,7067
Thu May 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),349,7029
Fri May 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),347,7031
Sat May 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),346,7029
Sun May 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),345,7013
Mon May 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),340,7038
Tue May 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),341,6964
Wed May 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),338,6904
Thu May 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),338,6904
Fri May 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),335,6877
Sat May 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),333,6891
Sun May 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,6894
Mon May 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,6832
Tue May 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),334,6849
Wed May 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,6852
Thu May 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),330,6789
Fri May 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,6762
Sat Jun 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),340,6666
Sun Jun 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),342,6682
Mon Jun 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),346,6645
Tue Jun 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),345,6632
Wed Jun 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),347,6569
Thu Jun 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),345,6509
Fri Jun 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),344,6453
Sat Jun 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),340,6408
Sun Jun 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),337,6383
Mon Jun 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),335,6342
Tue Jun 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),333,6320
Wed Jun 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),331,6272
Thu Jun 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,6219
Fri Jun 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),329,6189
Sat Jun 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,6166
Sun Jun 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,6122
Mon Jun 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,6102
Tue Jun 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),329,6055
Wed Jun 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,6009
Thu Jun 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5962
Fri Jun 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),329,5935
Sat Jun 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5928
Sun Jun 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),330,5904
Mon Jun 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),329,5866
Tue Jun 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5777
Wed Jun 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5717
Thu Jun 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5638
Fri Jun 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5590
Sat Jun 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5587
Sun Jun 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),323,5575
Mon Jul 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),325,5569
Tue Jul 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5523
Wed Jul 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),324,5495
Thu Jul 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),322,5493
Fri Jul 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),319,5487
Sat Jul 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),320,5480
Sun Jul 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),324,5490
Mon Jul 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5484
Tue Jul 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),325,5440
Wed Jul 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5436
Thu Jul 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5428
Fri Jul 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),329,5418
Sat Jul 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5428
Sun Jul 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5439
Mon Jul 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),324,5436
Tue Jul 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),322,5387
Wed Jul 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5385
Thu Jul 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5331
Fri Jul 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5325
Sat Jul 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5309
Sun Jul 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5306
Mon Jul 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5284
Tue Jul 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5279
Wed Jul 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),329,5275
Thu Jul 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),330,5305
Fri Jul 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),331,5271
Sat Jul 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,5270
Sun Jul 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),333,5302
Mon Jul 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),331,5306
Tue Jul 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,5353
Wed Jul 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),333,5365
Thu Aug 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),341,5371
Fri Aug 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),341,5324
Sat Aug 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),339,5313
Sun Aug 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),337,5323
Mon Aug 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),333,5366
Tue Aug 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),332,5366
Wed Aug 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5374
Thu Aug 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5351
Fri Aug 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),326,5336
Sat Aug 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5353
Sun Aug 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),327,5387
Mon Aug 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),328,5456
Tue Aug 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),321,5493
Wed Aug 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),316,5559
Thu Aug 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),315,5605
Fri Aug 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),318,5667
Sat Aug 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),318,5653
Sun Aug 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),317,5661
Mon Aug 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),321,5705
Tue Aug 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),322,5740
Wed Aug 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),323,5740
Thu Aug 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),320,5718
Fri Aug 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),319,5707
Sat Aug 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),319,5689
Sun Aug 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),318,5687
Mon Aug 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),315,5723
Tue Aug 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),315,5768
Wed Aug 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),311,5825
Thu Aug 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),331,5844
Fri Aug 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),335,5827
Sat Aug 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),339,5830
Sun Sep 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),338,5778
