Date,Votes,Nations
Thu Nov 29 2018 00:00:00 GMT-0800 (Pacific Standard Time),265,1017
Fri Nov 30 2018 00:00:00 GMT-0800 (Pacific Standard Time),264,1004
Sat Dec 01 2018 00:00:00 GMT-0800 (Pacific Standard Time),265,1008
Sun Dec 02 2018 00:00:00 GMT-0800 (Pacific Standard Time),262,1004
Mon Dec 03 2018 00:00:00 GMT-0800 (Pacific Standard Time),261,1001
Tue Dec 04 2018 00:00:00 GMT-0800 (Pacific Standard Time),260,998
Wed Dec 05 2018 00:00:00 GMT-0800 (Pacific Standard Time),260,995
Thu Dec 06 2018 00:00:00 GMT-0800 (Pacific Standard Time),260,1007
Fri Dec 07 2018 00:00:00 GMT-0800 (Pacific Standard Time),257,1006
Sat Dec 08 2018 00:00:00 GMT-0800 (Pacific Standard Time),257,1007
Sun Dec 09 2018 00:00:00 GMT-0800 (Pacific Standard Time),260,1010
Mon Dec 10 2018 00:00:00 GMT-0800 (Pacific Standard Time),255,1005
Tue Dec 11 2018 00:00:00 GMT-0800 (Pacific Standard Time),254,996
Wed Dec 12 2018 00:00:00 GMT-0800 (Pacific Standard Time),253,992
Thu Dec 13 2018 00:00:00 GMT-0800 (Pacific Standard Time),252,995
Fri Dec 14 2018 00:00:00 GMT-0800 (Pacific Standard Time),250,990
Sat Dec 15 2018 00:00:00 GMT-0800 (Pacific Standard Time),252,992
Sun Dec 16 2018 00:00:00 GMT-0800 (Pacific Standard Time),252,989
Mon Dec 17 2018 00:00:00 GMT-0800 (Pacific Standard Time),252,987
Tue Dec 18 2018 00:00:00 GMT-0800 (Pacific Standard Time),250,992
Wed Dec 19 2018 00:00:00 GMT-0800 (Pacific Standard Time),247,986
Thu Dec 20 2018 00:00:00 GMT-0800 (Pacific Standard Time),247,981
Fri Dec 21 2018 00:00:00 GMT-0800 (Pacific Standard Time),245,974
Sat Dec 22 2018 00:00:00 GMT-0800 (Pacific Standard Time),245,969
Sun Dec 23 2018 00:00:00 GMT-0800 (Pacific Standard Time),245,976
Mon Dec 24 2018 00:00:00 GMT-0800 (Pacific Standard Time),246,976
Tue Dec 25 2018 00:00:00 GMT-0800 (Pacific Standard Time),245,967
Wed Dec 26 2018 00:00:00 GMT-0800 (Pacific Standard Time),244,962
Thu Dec 27 2018 00:00:00 GMT-0800 (Pacific Standard Time),244,963
Fri Dec 28 2018 00:00:00 GMT-0800 (Pacific Standard Time),241,963
Sat Dec 29 2018 00:00:00 GMT-0800 (Pacific Standard Time),242,966
Sun Dec 30 2018 00:00:00 GMT-0800 (Pacific Standard Time),243,961
Mon Dec 31 2018 00:00:00 GMT-0800 (Pacific Standard Time),245,954
Tue Jan 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),245,951
Wed Jan 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),245,946
Thu Jan 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),245,953
Fri Jan 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),243,959
Sat Jan 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),246,971
Sun Jan 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,967
Mon Jan 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),246,972
Tue Jan 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,964
Wed Jan 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,965
Thu Jan 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),248,971
Fri Jan 11 2019 00:00:00 GMT-0800 (Pacific Standard Time),250,966
Sat Jan 12 2019 00:00:00 GMT-0800 (Pacific Standard Time),253,963
Sun Jan 13 2019 00:00:00 GMT-0800 (Pacific Standard Time),252,955
Mon Jan 14 2019 00:00:00 GMT-0800 (Pacific Standard Time),251,957
Tue Jan 15 2019 00:00:00 GMT-0800 (Pacific Standard Time),248,951
Wed Jan 16 2019 00:00:00 GMT-0800 (Pacific Standard Time),248,938
Thu Jan 17 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,939
Fri Jan 18 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,940
Sat Jan 19 2019 00:00:00 GMT-0800 (Pacific Standard Time),249,952
Sun Jan 20 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,947
Mon Jan 21 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,945
Tue Jan 22 2019 00:00:00 GMT-0800 (Pacific Standard Time),247,951
Wed Jan 23 2019 00:00:00 GMT-0800 (Pacific Standard Time),250,960
Thu Jan 24 2019 00:00:00 GMT-0800 (Pacific Standard Time),249,964
Fri Jan 25 2019 00:00:00 GMT-0800 (Pacific Standard Time),250,969
Sat Jan 26 2019 00:00:00 GMT-0800 (Pacific Standard Time),249,967
Sun Jan 27 2019 00:00:00 GMT-0800 (Pacific Standard Time),248,965
Mon Jan 28 2019 00:00:00 GMT-0800 (Pacific Standard Time),246,962
Tue Jan 29 2019 00:00:00 GMT-0800 (Pacific Standard Time),246,957
Wed Jan 30 2019 00:00:00 GMT-0800 (Pacific Standard Time),245,958
Thu Jan 31 2019 00:00:00 GMT-0800 (Pacific Standard Time),242,935
Fri Feb 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),241,922
Sat Feb 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),241,921
Sun Feb 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),240,929
Mon Feb 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),243,929
Tue Feb 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),241,923
Wed Feb 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),242,910
Thu Feb 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),243,908
Fri Feb 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),240,904
Sat Feb 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),240,902
Sun Feb 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),239,903
Mon Feb 11 2019 00:00:00 GMT-0800 (Pacific Standard Time),240,898
Tue Feb 12 2019 00:00:00 GMT-0800 (Pacific Standard Time),240,897
Wed Feb 13 2019 00:00:00 GMT-0800 (Pacific Standard Time),239,889
Thu Feb 14 2019 00:00:00 GMT-0800 (Pacific Standard Time),238,884
Fri Feb 15 2019 00:00:00 GMT-0800 (Pacific Standard Time),236,880
Sat Feb 16 2019 00:00:00 GMT-0800 (Pacific Standard Time),238,877
Sun Feb 17 2019 00:00:00 GMT-0800 (Pacific Standard Time),237,880
Mon Feb 18 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,876
Tue Feb 19 2019 00:00:00 GMT-0800 (Pacific Standard Time),233,871
Wed Feb 20 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,869
Thu Feb 21 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,865
Fri Feb 22 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,864
Sat Feb 23 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,867
Sun Feb 24 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,861
Mon Feb 25 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,854
Tue Feb 26 2019 00:00:00 GMT-0800 (Pacific Standard Time),237,856
Wed Feb 27 2019 00:00:00 GMT-0800 (Pacific Standard Time),239,852
Thu Feb 28 2019 00:00:00 GMT-0800 (Pacific Standard Time),239,850
Fri Mar 01 2019 00:00:00 GMT-0800 (Pacific Standard Time),237,847
Sat Mar 02 2019 00:00:00 GMT-0800 (Pacific Standard Time),233,842
Sun Mar 03 2019 00:00:00 GMT-0800 (Pacific Standard Time),232,843
Mon Mar 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,838
Tue Mar 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,836
Wed Mar 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,826
Thu Mar 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),234,826
Fri Mar 08 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,820
Sat Mar 09 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,819
Sun Mar 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),235,820
Mon Mar 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,813
Tue Mar 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,812
Wed Mar 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,807
Thu Mar 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,809
Fri Mar 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),230,811
Sat Mar 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,806
Sun Mar 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,805
Mon Mar 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),227,807
Tue Mar 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,805
Wed Mar 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,810
Thu Mar 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,809
Fri Mar 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,803
Sat Mar 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,798
Sun Mar 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,803
Mon Mar 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,803
Tue Mar 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,810
Wed Mar 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,812
Thu Mar 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,816
Fri Mar 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,814
Sat Mar 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,808
Sun Mar 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,806
Mon Apr 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,815
Tue Apr 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),226,806
Wed Apr 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),224,803
Thu Apr 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),225,811
Fri Apr 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),225,819
Sat Apr 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,824
Sun Apr 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,835
Mon Apr 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,841
Tue Apr 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,847
Wed Apr 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,848
Thu Apr 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,847
Fri Apr 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,843
Sat Apr 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,848
Sun Apr 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,849
Mon Apr 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,849
Tue Apr 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,839
Wed Apr 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,837
Thu Apr 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,845
Fri Apr 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,848
Sat Apr 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,848
Sun Apr 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,847
Mon Apr 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,846
Tue Apr 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,849
Wed Apr 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,848
Thu Apr 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,858
Fri Apr 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,859
Sat Apr 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),238,862
Sun Apr 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),240,863
Mon Apr 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),239,848
Tue Apr 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),238,854
Wed May 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),237,852
Thu May 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,855
Fri May 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,851
Sat May 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,839
Sun May 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,835
Mon May 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,832
Tue May 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,833
Wed May 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),236,831
Thu May 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,827
Fri May 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,816
Sat May 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,812
Sun May 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,814
Mon May 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,810
Tue May 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,805
Wed May 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,803
Thu May 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,805
Fri May 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),232,800
Sat May 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),234,802
Sun May 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,804
Mon May 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,797
Tue May 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),239,801
Wed May 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),240,798
Thu May 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),240,788
Fri May 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,780
Sat May 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),241,772
Sun May 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),245,789
Mon May 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,779
Tue May 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),243,790
Wed May 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,794
Thu May 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,802
Fri May 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),248,806
Sat Jun 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),248,802
Sun Jun 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),248,807
Mon Jun 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),253,809
Tue Jun 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),254,808
Wed Jun 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),254,807
Thu Jun 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),253,809
Fri Jun 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),252,816
Sat Jun 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),251,819
Sun Jun 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),251,819
Mon Jun 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),253,813
Tue Jun 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),253,809
Wed Jun 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),256,819
Thu Jun 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),258,818
Fri Jun 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),257,830
Sat Jun 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),256,834
Sun Jun 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),255,831
Mon Jun 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),256,832
Tue Jun 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),256,829
Wed Jun 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),256,830
Thu Jun 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),254,835
Fri Jun 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),254,828
Sat Jun 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),255,829
Sun Jun 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),257,834
Mon Jun 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),258,836
Tue Jun 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),254,826
Wed Jun 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),256,823
Thu Jun 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),252,812
Fri Jun 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),248,811
Sat Jun 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),248,815
Sun Jun 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),247,818
Mon Jul 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),246,812
Tue Jul 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,801
Wed Jul 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,801
Thu Jul 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,803
Fri Jul 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),246,805
Sat Jul 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),246,797
Sun Jul 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),246,794
Mon Jul 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),245,787
Tue Jul 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,781
Wed Jul 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),241,766
Thu Jul 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),240,768
Fri Jul 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),240,764
Sat Jul 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),240,755
Sun Jul 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,756
Mon Jul 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,757
Tue Jul 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,763
Wed Jul 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,766
Thu Jul 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,767
Fri Jul 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),246,763
Sat Jul 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),249,764
Sun Jul 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),248,775
Mon Jul 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),246,775
Tue Jul 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,780
Wed Jul 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,780
Thu Jul 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),245,779
Fri Jul 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),245,779
Sat Jul 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),243,778
Sun Jul 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),244,779
Mon Jul 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),242,774
Tue Jul 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),239,776
Wed Jul 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,769
Thu Aug 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),235,764
Fri Aug 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),233,760
Sat Aug 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,757
Sun Aug 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,754
Mon Aug 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),231,765
Tue Aug 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),230,768
Wed Aug 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),230,773
Thu Aug 08 2019 00:00:00 GMT-0700 (Pacific Daylight Time),230,774
Fri Aug 09 2019 00:00:00 GMT-0700 (Pacific Daylight Time),230,780
Sat Aug 10 2019 00:00:00 GMT-0700 (Pacific Daylight Time),230,777
Sun Aug 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,775
Mon Aug 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),228,773
Tue Aug 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),227,777
Wed Aug 14 2019 00:00:00 GMT-0700 (Pacific Daylight Time),227,778
Thu Aug 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),227,772
Fri Aug 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),227,777
Sat Aug 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,777
Sun Aug 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,773
Mon Aug 19 2019 00:00:00 GMT-0700 (Pacific Daylight Time),229,769
Tue Aug 20 2019 00:00:00 GMT-0700 (Pacific Daylight Time),227,769
Wed Aug 21 2019 00:00:00 GMT-0700 (Pacific Daylight Time),222,766
Thu Aug 22 2019 00:00:00 GMT-0700 (Pacific Daylight Time),222,771
Fri Aug 23 2019 00:00:00 GMT-0700 (Pacific Daylight Time),217,765
Sat Aug 24 2019 00:00:00 GMT-0700 (Pacific Daylight Time),217,764
Sun Aug 25 2019 00:00:00 GMT-0700 (Pacific Daylight Time),216,760
Mon Aug 26 2019 00:00:00 GMT-0700 (Pacific Daylight Time),215,757
Tue Aug 27 2019 00:00:00 GMT-0700 (Pacific Daylight Time),212,745
Wed Aug 28 2019 00:00:00 GMT-0700 (Pacific Daylight Time),213,751
Thu Aug 29 2019 00:00:00 GMT-0700 (Pacific Daylight Time),211,748
Fri Aug 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),211,753
Sat Aug 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),209,746
Sun Sep 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),206,750
Mon Sep 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),207,748
Tue Sep 03 2019 00:00:00 GMT-0700 (Pacific Daylight Time),205,749
Wed Sep 04 2019 00:00:00 GMT-0700 (Pacific Daylight Time),206,748
Thu Sep 05 2019 00:00:00 GMT-0700 (Pacific Daylight Time),206,747
Fri Sep 06 2019 00:00:00 GMT-0700 (Pacific Daylight Time),204,750
Sat Sep 07 2019 00:00:00 GMT-0700 (Pacific Daylight Time),204,748
